Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,general contingent,1,social sciences,1,secondary education,4.788324729085938,eea,basic,basic,Unskilled Workers,Industrial and Machine Operators,1,0,0,1,1,1,2.9496883350525844,0,2.5977391802845275,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,general contingent,1,social sciences,1,secondary education,4.9494688588587685,eea,basic,basic,Administrative and Office Workers,Service and Sales Workers,1,0,0,1,1,0,3.095577608523707,0,2.4423470353692043,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,Other,1,other,1,secondary education,4.86830338551846,eea,little to no education,secondary or some secondary,students,professionals and specialists,0,0,0,1,1,0,3.2228678461377385,0,-2.3025850929940455,-2.3025850929940455,2.0412203288596382,2.6,0.32,1
single,general contingent,1,health sciences,1,secondary education,5.12455904041457,eea,secondary or some secondary,secondary or some secondary,Service and Sales Workers,Service and Sales Workers,1,0,0,1,1,0,2.89591193827178,0,2.787653251701177,-2.3025850929940455,2.791165107812717,0.3,-0.92,1
single,Other,1,health sciences,1,higher education,4.86830338551846,eea,basic,basic,Other Situations and Blanks,Other Situations and Blanks,1,0,0,1,1,0,3.40452517175483,0,-2.3025850929940455,2.0918640616783932,2.2512917986064953,-0.8,-3.12,1
single,general contingent,1,health sciences,1,secondary education,5.050496827521386,eea,basic,basic,Unskilled Workers,Unskilled Workers,0,0,0,1,1,1,2.89591193827178,0,2.7558080866235777,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,general contingent,1,social sciences,1,secondary education,4.920710586568268,eea,secondary or some secondary,secondary or some secondary,Service and Sales Workers,Service and Sales Workers,1,0,0,1,1,0,2.89591193827178,0,2.6222502112988773,-2.3025850929940455,2.5494451709255714,3.7,-1.7,0
single,general contingent,6,social sciences,1,secondary education,4.875960390769654,eea,little to no education,little to no education,students,students,0,0,0,1,1,0,2.89591193827178,0,-2.3025850929940455,-2.3025850929940455,2.0412203288596382,2.6,0.32,1
single,general contingent,1,social sciences,1,secondary education,4.86830338551846,eea,basic,basic,Industrial and Machine Operators,Industrial and Machine Operators,1,0,0,1,1,0,2.89591193827178,0,2.533696813957432,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,Other,1,social sciences,1,secondary education,4.891851758106289,eea,secondary or some secondary,basic,Administrative and Office Workers,Unskilled Workers,0,0,0,1,1,1,3.2228678461377385,0,2.516543734731183,-2.3025850929940455,2.747270914255491,2.8,-4.06,0
single,general contingent,1,technology,1,secondary education,4.875960390769654,eea,higher education,secondary or some secondary,Administrative and Office Workers,leadership and management,0,0,0,1,1,0,2.89591193827178,0,2.6461747973841225,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,general contingent,5,other,1,secondary education,5.075798620002669,eea,secondary or some secondary,secondary or some secondary,Administrative and Office Workers,Administrative and Office Workers,0,0,0,1,1,0,2.89591193827178,0,-2.3025850929940455,-2.3025850929940455,2.5494451709255714,3.7,-1.7,1
single,general contingent,4,social sciences,1,secondary education,4.763028270603671,eea,secondary or some secondary,basic,Industrial and Machine Operators,Unskilled Workers,1,0,0,1,1,0,2.9496883350525844,0,2.3841650799864684,-2.3025850929940455,2.5257286443082556,0.5,1.79,0
single,Other,1,health sciences,1,basic education,4.891851758106289,eea,basic,secondary or some secondary,Industrial and Machine Operators,Military and Armed Forces,0,0,0,1,1,0,3.2228678461377385,0,2.5687881337687024,0.09531017980432493,2.747270914255491,2.8,-4.06,1
single,general contingent,3,health sciences,1,secondary education,4.86830338551846,eea,basic,basic,Unskilled Workers,Service and Sales Workers,1,0,0,1,0,0,2.9496883350525844,0,2.5297206655777926,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,Other,1,social sciences,0,professional qualification,4.86830338551846,eea,basic,basic,Unskilled Workers,Unskilled Workers,0,0,0,1,0,0,3.4372078191851885,0,2.513656063073986,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,general contingent,3,health sciences,1,secondary education,4.920710586568268,eea,basic,basic,Service and Sales Workers,Administrative and Office Workers,1,0,0,1,0,1,3.0007198150650303,0,2.6012998311553295,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,Other,1,health sciences,1,secondary education,4.891851758106289,other,higher education,secondary or some secondary,Intermediate Level Technicians and Professions,Military and Armed Forces,1,0,0,0,0,0,3.4995332823830174,1,2.506341930508065,-2.3025850929940455,2.5257286443082556,0.5,1.79,1
single,Other,1,other,1,professional qualification,4.942356453342962,eea,secondary or some secondary,higher education,Unskilled Workers,Administrative and Office Workers,0,0,1,0,0,0,3.1822118404966093,0,2.533696813957432,-2.3025850929940455,2.5257286443082556,0.5,1.79,0
single,general contingent,4,social sciences,1,secondary education,4.942356453342962,eea,basic,basic,Unskilled Workers,Unskilled Workers,1,0,0,1,0,1,2.89591193827178,0,2.553343811341229,-2.3025850929940455,2.5494451709255714,3.7,-1.7,0
single,general contingent,2,health sciences,1,secondary education,4.906015244966153,eea,secondary or some secondary,basic,Administrative and Office Workers,Military and Armed Forces,1,0,0,1,0,0,2.9496883350525844,0,2.598421329701696,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,general contingent,4,health sciences,1,secondary education,4.942356453342962,eea,basic,basic,Industrial and Machine Operators,Industrial and Machine Operators,1,0,0,1,0,1,3.0007198150650303,0,2.658509755542074,-2.3025850929940455,2.747270914255491,2.8,-4.06,0
married,Other,1,health sciences,1,secondary education,4.6061696863211745,eea,basic,basic,Administrative and Office Workers,Administrative and Office Workers,0,0,0,1,1,1,3.4995332823830174,0,2.312535423847214,0.09531017980432493,2.5494451709255714,3.7,-1.7,0
single,Other,1,technology,1,secondary education,5.075798620002669,eea,basic,basic,Industrial and Machine Operators,Industrial and Machine Operators,0,0,0,1,1,0,3.1822118404966093,0,-2.3025850929940455,-2.3025850929940455,2.0412203288596382,2.6,0.32,1
single,Other,1,social sciences,0,basic education,4.891851758106289,eea,higher education,secondary or some secondary,professionals and specialists,Administrative and Office Workers,0,0,0,1,1,0,3.1822118404966093,0,-2.3025850929940455,-2.3025850929940455,2.791165107812717,0.3,-0.92,1
single,general contingent,1,other,1,secondary education,4.852811208902689,eea,basic,basic,Unskilled Workers,Unskilled Workers,1,0,0,1,1,0,2.89591193827178,0,2.4932054526026954,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,2,other,1,secondary education,4.796616650559047,eea,basic,basic,Unskilled Workers,Unskilled Workers,1,0,0,1,0,1,2.89591193827178,0,2.3675699430834585,-2.3025850929940455,2.791165107812717,0.3,-0.92,0
single,Other,1,other,1,secondary education,4.844974178195408,eea,higher education,higher education,professionals and specialists,Industrial and Machine Operators,1,0,0,1,0,0,3.095577608523707,0,2.657026775829777,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,general contingent,1,social sciences,1,secondary education,4.883559211528279,eea,higher education,secondary or some secondary,Unskilled Workers,Unskilled Workers,1,1,0,1,0,1,2.89591193827178,0,2.4218485138208634,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,1,other,1,secondary education,4.991112627607392,eea,basic,basic,Intermediate Level Technicians and Professions,Military and Armed Forces,1,0,0,1,0,0,3.0492730404820207,0,2.4932054526026954,-2.3025850929940455,2.4159137783010487,0.6,2.02,0
married,Other,1,social sciences,0,secondary education,4.701389043728634,eea,basic,basic,Service and Sales Workers,leadership and management,1,0,0,1,0,0,3.6402142821326553,0,2.4365330655037845,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,1
single,Other,1,social sciences,1,secondary education,4.956531035103055,eea,little to no education,little to no education,Other Situations and Blanks,Other Situations and Blanks,0,0,0,1,0,1,3.370738174177447,0,2.540675209338895,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,Other,1,other,1,professional qualification,4.86830338551846,eea,basic,basic,Administrative and Office Workers,Unskilled Workers,1,0,0,1,0,1,3.0007198150650303,0,2.4932054526026954,-2.3025850929940455,2.791165107812717,0.3,-0.92,0
single,general contingent,1,other,1,secondary education,4.875960390769654,eea,basic,basic,Administrative and Office Workers,Unskilled Workers,1,0,0,0,0,0,2.89591193827178,0,-2.3025850929940455,-2.3025850929940455,2.5494451709255714,3.7,-1.7,1
married,Other,1,social sciences,0,secondary education,4.701389043728634,eea,basic,basic,Unskilled Workers,Unskilled Workers,0,0,0,1,1,0,3.6136169696133895,0,2.513656063073986,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,general contingent,3,social sciences,1,secondary education,4.852811208902689,eea,higher education,higher education,Service and Sales Workers,Military and Armed Forces,0,0,0,1,1,0,3.0007198150650303,0,2.4595888418037104,-2.3025850929940455,2.5257286443082556,0.5,1.79,0
single,general contingent,1,other,1,secondary education,4.91338990965742,eea,basic,basic,Other Situations and Blanks,Industrial and Machine Operators,1,0,0,0,1,0,3.0007198150650303,0,2.5726122302071057,-2.3025850929940455,2.388762789235098,1.4,1.74,1
married,Other,1,technology,1,secondary education,4.788324729085938,eea,basic,basic,Unskilled Workers,Military and Armed Forces,0,0,1,1,1,0,3.6913763343125234,0,2.376454941560501,-2.3025850929940455,2.791165107812717,0.3,-0.92,1
married,Other,1,social sciences,0,secondary education,4.942356453342962,eea,basic,higher education,Unskilled Workers,Military and Armed Forces,0,0,0,1,1,0,3.7864597824528,0,2.52038103798166,-2.3025850929940455,2.5257286443082556,0.5,1.79,0
single,general contingent,1,social sciences,1,secondary education,4.771531723203316,eea,secondary or some secondary,secondary or some secondary,Unskilled Workers,Unskilled Workers,0,0,0,0,1,0,3.0492730404820207,0,2.4069451083182885,-2.3025850929940455,2.388762789235098,1.4,1.74,1
single,Other,1,social sciences,1,professional qualification,4.788324729085938,eea,higher education,basic,Intermediate Level Technicians and Professions,Industrial and Machine Operators,0,0,0,1,1,0,3.0492730404820207,0,2.6048038511367193,-2.3025850929940455,2.791165107812717,0.3,-0.92,0
single,general contingent,6,health sciences,1,secondary education,5.017941869278694,eea,higher education,secondary or some secondary,professionals and specialists,leadership and management,1,0,0,1,1,0,2.89591193827178,0,2.576706889072885,0.7419373447293773,2.2512917986064953,-0.8,-3.12,0
single,general contingent,5,health sciences,1,secondary education,4.86830338551846,eea,secondary or some secondary,higher education,Unskilled Workers,Military and Armed Forces,1,0,0,1,1,0,2.89591193827178,0,2.4961526990626277,-2.3025850929940455,2.6390573296152584,-0.3,0.79,0
single,Other,1,technology,1,secondary education,4.942356453342962,eea,higher education,secondary or some secondary,Service and Sales Workers,Unskilled Workers,0,0,0,1,1,0,3.299533727885655,0,2.6579258139196416,-2.3025850929940455,2.4159137783010487,0.6,2.02,0
married,Other,1,social sciences,1,basic education,4.891851758106289,eea,basic,basic,Unskilled Workers,Military and Armed Forces,0,0,0,0,1,0,3.6402142821326553,0,-2.3025850929940455,-2.3025850929940455,2.388762789235098,1.4,1.74,1
single,general contingent,1,other,1,secondary education,4.984291318756654,eea,higher education,higher education,Service and Sales Workers,professionals and specialists,0,0,0,1,1,0,2.89591193827178,0,2.617395832834079,-2.3025850929940455,2.6390573296152584,-0.3,0.79,1
single,general contingent,4,other,1,secondary education,4.804840381116659,eea,secondary or some secondary,secondary or some secondary,Administrative and Office Workers,professionals and specialists,1,0,0,1,1,0,2.9496883350525844,0,2.5095992623783716,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,general contingent,1,other,1,secondary education,4.796616650559047,eea,higher education,basic,professionals and specialists,Unskilled Workers,1,0,0,1,1,0,2.89591193827178,0,2.6257032534039353,-2.3025850929940455,2.747270914255491,2.8,-4.06,1
single,Other,1,social sciences,1,secondary education,4.844974178195408,eea,secondary or some secondary,secondary or some secondary,Unskilled Workers,Agricultural and Skilled Workers,0,0,1,0,1,0,2.9496883350525844,0,2.4652706752711415,-2.3025850929940455,2.791165107812717,0.3,-0.92,1
single,Other,1,social sciences,1,secondary education,4.891851758106289,eea,basic,basic,Other Situations and Blanks,Other Situations and Blanks,0,0,1,0,1,0,3.7864597824528,0,2.6461747973841225,-2.3025850929940455,2.5494451709255714,3.7,-1.7,1
single,Other,1,other,1,professional qualification,4.86830338551846,eea,secondary or some secondary,secondary or some secondary,Administrative and Office Workers,Administrative and Office Workers,1,1,0,1,1,0,3.261935314328648,0,2.533696813957432,-2.3025850929940455,2.747270914255491,2.8,-4.06,1
single,Other,1,other,1,secondary education,5.050496827521386,eea,basic,secondary or some secondary,Unskilled Workers,Administrative and Office Workers,0,0,1,0,1,0,3.1822118404966093,0,2.479335604738545,-2.3025850929940455,2.747270914255491,2.8,-4.06,1
single,Other,1,technology,1,secondary education,4.86830338551846,eea,basic,secondary or some secondary,Unskilled Workers,Agricultural and Skilled Workers,1,0,0,0,1,0,3.299533727885655,0,-2.3025850929940455,-2.3025850929940455,2.747270914255491,2.8,-4.06,1
single,Other,1,technology,1,secondary education,4.701389043728634,eea,secondary or some secondary,secondary or some secondary,Unskilled Workers,Administrative and Office Workers,0,0,1,0,1,0,3.299533727885655,0,-2.3025850929940455,-2.3025850929940455,2.6390573296152584,-0.3,0.79,1
single,Other,1,social sciences,1,secondary education,4.683056724645162,eea,basic,basic,Industrial and Machine Operators,Industrial and Machine Operators,1,0,0,1,1,0,3.2228678461377385,0,2.4543152633327736,-2.3025850929940455,2.5494451709255714,3.7,-1.7,1
single,Other,1,technology,1,secondary education,4.788324729085938,eea,higher education,higher education,professionals and specialists,Agricultural and Skilled Workers,1,0,0,1,1,0,3.0492730404820207,0,2.4323594367408563,0.7419373447293773,2.5494451709255714,3.7,-1.7,0
single,general contingent,1,other,1,secondary education,5.011301738639416,eea,basic,basic,Unskilled Workers,Unskilled Workers,1,0,0,1,1,1,2.9496883350525844,0,-2.3025850929940455,-2.3025850929940455,2.6390573296152584,-0.3,0.79,0
single,general contingent,2,social sciences,1,secondary education,5.024538199265247,eea,professional qualification,professional qualification,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,0,1,1,0,3.0007198150650303,0,2.4765384001174837,-2.3025850929940455,2.747270914255491,2.8,-4.06,0
single,Other,1,technology,1,professional qualification,5.011301738639416,eea,basic,higher education,Service and Sales Workers,professionals and specialists,0,0,0,1,1,0,3.0007198150650303,0,-2.3025850929940455,-2.3025850929940455,2.5494451709255714,3.7,-1.7,0
single,general contingent,5,technology,1,secondary education,4.812997033190408,eea,higher education,secondary or some secondary,professionals and specialists,Unskilled Workers,1,0,1,0,1,0,3.0007198150650303,0,-2.3025850929940455,-2.3025850929940455,2.1972245773362196,1.4,3.51,1
single,general contingent,1,technology,1,secondary education,5.011301738639416,eea,secondary or some secondary,secondary or some secondary,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,0,0,0,1,1,2.89591193827178,0,2.6602595372658615,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,general contingent,1,other,1,secondary education,4.977423159890142,eea,higher education,higher education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,0,1,1,1,0,2.9496883350525844,0,2.5494451709255714,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,Other,1,other,1,professional qualification,5.011301738639416,eea,secondary or some secondary,basic,Administrative and Office Workers,Industrial and Machine Operators,1,0,0,0,0,0,3.095577608523707,0,2.5468376075184906,-2.3025850929940455,2.747270914255491,2.8,-4.06,1
single,general contingent,4,social sciences,1,secondary education,4.829113417472866,eea,higher education,basic,professionals and specialists,Service and Sales Workers,1,0,0,1,0,0,2.9496883350525844,0,2.676117153999201,-2.3025850929940455,2.791165107812717,0.3,-0.92,0
single,general contingent,4,health sciences,1,secondary education,4.763028270603671,eea,secondary or some secondary,secondary or some secondary,Administrative and Office Workers,Industrial and Machine Operators,1,0,0,1,0,1,2.89591193827178,0,2.581514688307925,-2.3025850929940455,2.4159137783010487,0.6,2.02,0
single,general contingent,2,social sciences,1,secondary education,4.796616650559047,eea,basic,basic,Unskilled Workers,Agricultural and Skilled Workers,1,0,1,1,0,0,3.0007198150650303,0,2.5468376075184906,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,general contingent,1,other,1,secondary education,4.942356453342962,other,secondary or some secondary,secondary or some secondary,Service and Sales Workers,Industrial and Machine Operators,1,0,0,1,0,1,2.89591193827178,1,-2.3025850929940455,-2.3025850929940455,2.5494451709255714,3.7,-1.7,1
single,Other,1,social sciences,1,secondary education,4.86830338551846,eea,secondary or some secondary,basic,leadership and management,Intermediate Level Technicians and Professions,0,0,0,1,1,0,3.586292865338835,0,2.7334394351070297,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,Other,1,social sciences,1,secondary education,4.942356453342962,other,basic,higher education,Agricultural and Skilled Workers,Administrative and Office Workers,0,0,1,1,1,0,2.9496883350525844,1,2.3608540011180215,-2.3025850929940455,2.5257286443082556,0.5,1.79,0
single,Other,1,social sciences,1,professional qualification,4.942356453342962,eea,secondary or some secondary,secondary or some secondary,Agricultural and Skilled Workers,Agricultural and Skilled Workers,0,0,0,1,1,1,3.0492730404820207,0,2.544461180544591,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,general contingent,1,social sciences,1,secondary education,4.942356453342962,eea,basic,basic,Unskilled Workers,Unskilled Workers,1,0,0,1,0,0,3.261935314328648,0,-2.3025850929940455,-2.3025850929940455,2.747270914255491,2.8,-4.06,1
single,Other,1,technology,1,secondary education,4.942356453342962,other,secondary or some secondary,secondary or some secondary,Unskilled Workers,Unskilled Workers,0,0,1,0,0,0,3.370738174177447,1,2.6695403463403347,-2.3025850929940455,2.747270914255491,2.8,-4.06,1
single,Other,1,other,1,professional qualification,5.136386499401816,eea,basic,higher education,Unskilled Workers,Intermediate Level Technicians and Professions,0,0,0,0,1,0,3.261935314328648,0,2.722938813595961,-2.3025850929940455,2.4159137783010487,0.6,2.02,0
single,Other,1,health sciences,1,higher education,4.942356453342962,eea,higher education,basic,professionals and specialists,Agricultural and Skilled Workers,0,0,0,1,1,0,3.299533727885655,0,-2.3025850929940455,-2.3025850929940455,2.5257286443082556,0.5,1.79,1
single,Other,1,social sciences,1,secondary education,4.754451888703846,eea,higher education,higher education,professionals and specialists,professionals and specialists,0,0,1,1,1,0,3.4688560301359703,0,2.4932054526026954,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,special contingent,3,social sciences,1,secondary education,4.898585790287632,eea,basic,basic,Unskilled Workers,Service and Sales Workers,1,0,0,1,0,1,3.139832617527748,0,2.66374994220563,0.09531017980432493,2.0412203288596382,2.6,0.32,0
single,Other,1,social sciences,1,secondary education,4.891851758106289,other,basic,basic,Unskilled Workers,Industrial and Machine Operators,0,0,0,1,0,0,3.1822118404966093,1,2.3608540011180215,-2.3025850929940455,2.791165107812717,0.3,-0.92,0
single,general contingent,2,social sciences,1,secondary education,4.942356453342962,eea,secondary or some secondary,secondary or some secondary,Unskilled Workers,Unskilled Workers,1,0,0,1,0,1,2.9496883350525844,0,2.6100697927420065,-2.3025850929940455,2.791165107812717,0.3,-0.92,0
single,Other,1,technology,1,secondary education,4.942356453342962,eea,basic,basic,Administrative and Office Workers,Administrative and Office Workers,1,0,0,1,1,0,3.2228678461377385,0,2.4652706752711415,-2.3025850929940455,2.747270914255491,2.8,-4.06,0
single,general contingent,6,other,1,secondary education,4.683056724645162,eea,secondary or some secondary,basic,Administrative and Office Workers,Service and Sales Workers,1,0,0,1,1,0,2.9496883350525844,0,2.388762789235098,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,general contingent,3,social sciences,1,secondary education,5.004617221770693,eea,secondary or some secondary,higher education,students,students,0,0,0,0,1,0,3.0007198150650303,0,-2.3025850929940455,-2.3025850929940455,2.388762789235098,1.4,1.74,1
married,general contingent,1,other,1,secondary education,4.942356453342962,eea,basic,basic,Administrative and Office Workers,Industrial and Machine Operators,0,0,0,1,1,0,3.4995332823830174,0,2.5572273113676265,-2.3025850929940455,2.5494451709255714,3.7,-1.7,0
married,Other,1,social sciences,0,secondary education,4.942356453342962,eea,basic,secondary or some secondary,Unskilled Workers,Unskilled Workers,0,0,1,1,1,0,3.55820113047182,0,2.388762789235098,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,1
single,general contingent,1,social sciences,1,secondary education,4.891851758106289,eea,basic,basic,Industrial and Machine Operators,Industrial and Machine Operators,1,0,0,1,1,0,3.139832617527748,0,2.4423470353692043,-2.3025850929940455,2.4159137783010487,0.6,2.02,0
single,general contingent,1,health sciences,1,secondary education,4.829113417472866,eea,basic,basic,Unskilled Workers,Unskilled Workers,1,0,0,1,1,0,2.9496883350525844,0,2.6265302123098593,-2.3025850929940455,2.4159137783010487,0.6,2.02,0
single,general contingent,1,social sciences,1,secondary education,4.891851758106289,eea,secondary or some secondary,basic,Unskilled Workers,Military and Armed Forces,0,0,0,1,1,0,3.0492730404820207,0,2.5572273113676265,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,5,social sciences,1,secondary education,4.891851758106289,eea,secondary or some secondary,basic,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,0,1,1,1,3.0492730404820207,0,2.6100697927420065,-2.3025850929940455,2.4159137783010487,0.6,2.02,0
single,Other,1,health sciences,1,secondary education,4.86830338551846,eea,basic,basic,Intermediate Level Technicians and Professions,Industrial and Machine Operators,0,0,0,1,1,0,3.299533727885655,0,2.7517480563679295,-2.3025850929940455,2.388762789235098,1.4,1.74,1
single,general contingent,3,social sciences,1,secondary education,4.804840381116659,eea,higher education,basic,professionals and specialists,Agricultural and Skilled Workers,1,0,1,1,1,0,2.9496883350525844,0,2.4069451083182885,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,Other,2,health sciences,1,higher education,4.942356453342962,eea,basic,basic,Unskilled Workers,Unskilled Workers,0,0,0,1,1,0,3.3357695763397,0,2.654247495109234,-2.3025850929940455,2.791165107812717,0.3,-0.92,1
single,Other,1,social sciences,1,secondary education,4.812997033190408,eea,basic,basic,Industrial and Machine Operators,Industrial and Machine Operators,0,0,0,1,1,0,3.2228678461377385,0,2.4069451083182885,0.09531017980432493,2.2512917986064953,-0.8,-3.12,0
married,Other,1,social sciences,1,basic education,4.891851758106289,eea,basic,basic,Unskilled Workers,Administrative and Office Workers,0,0,0,1,1,0,3.7400477406883357,0,-2.3025850929940455,-2.3025850929940455,2.747270914255491,2.8,-4.06,1
single,Other,1,social sciences,0,higher education,4.942356453342962,eea,basic,basic,Unskilled Workers,Unskilled Workers,0,0,0,1,1,0,3.299533727885655,0,2.6100697927420065,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,general contingent,1,social sciences,1,secondary education,4.754451888703846,eea,higher education,higher education,students,leadership and management,1,0,0,1,1,0,3.139832617527748,0,2.4292177439274116,0.09531017980432493,2.0412203288596382,2.6,0.32,1
single,general contingent,3,other,1,secondary education,4.771531723203316,eea,basic,secondary or some secondary,Administrative and Office Workers,Administrative and Office Workers,1,0,0,1,1,1,2.89591193827178,0,2.5049426765484206,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
married,Other,1,health sciences,1,secondary education,4.942356453342962,eea,basic,basic,Unskilled Workers,Administrative and Office Workers,0,0,0,1,1,0,3.261935314328648,0,2.578375308192314,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,4,social sciences,1,secondary education,4.984291318756654,eea,higher education,secondary or some secondary,Intermediate Level Technicians and Professions,Military and Armed Forces,0,0,0,1,1,0,2.89591193827178,0,-2.3025850929940455,-2.3025850929940455,2.1972245773362196,1.4,3.51,1
single,Other,1,social sciences,0,secondary education,5.011301738639416,eea,higher education,higher education,professionals and specialists,professionals and specialists,0,0,1,1,1,0,3.370738174177447,0,2.4069451083182885,-2.3025850929940455,2.5494451709255714,3.7,-1.7,1
single,general contingent,1,other,1,secondary education,4.920710586568268,eea,secondary or some secondary,secondary or some secondary,Administrative and Office Workers,Industrial and Machine Operators,1,0,0,1,1,0,3.095577608523707,0,-2.3025850929940455,-2.3025850929940455,2.791165107812717,0.3,-0.92,1
single,Other,1,health sciences,1,secondary education,4.91338990965742,eea,basic,basic,Agricultural and Skilled Workers,Industrial and Machine Operators,1,0,0,1,0,0,3.0492730404820207,0,2.582108977744363,-2.3025850929940455,2.6390573296152584,-0.3,0.79,0
single,general contingent,3,health sciences,1,secondary education,4.898585790287632,eea,basic,basic,Industrial and Machine Operators,Unskilled Workers,1,0,0,1,0,1,2.9496883350525844,0,2.6110147243047837,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,1,social sciences,1,secondary education,5.075798620002669,eea,basic,basic,Unskilled Workers,Industrial and Machine Operators,1,0,0,1,0,1,2.89591193827178,0,2.559807957961118,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,3,other,1,secondary education,4.837075242970874,eea,basic,secondary or some secondary,Unskilled Workers,Unskilled Workers,1,0,0,1,0,1,2.89591193827178,0,2.714694743820879,0.7419373447293773,2.2512917986064953,-0.8,-3.12,1
single,Other,1,technology,1,basic education,4.891851758106289,eea,basic,basic,Administrative and Office Workers,Unskilled Workers,0,0,1,0,0,0,3.6913763343125234,0,2.5572273113676265,-2.3025850929940455,2.4159137783010487,0.6,2.02,1
single,general contingent,3,other,1,secondary education,4.73707525686803,other,basic,higher education,Unskilled Workers,Intermediate Level Technicians and Professions,1,0,1,0,0,0,3.0007198150650303,1,2.52038103798166,-2.3025850929940455,2.388762789235098,1.4,1.74,1
single,general contingent,3,health sciences,1,secondary education,4.935193098929397,eea,higher education,secondary or some secondary,Administrative and Office Workers,leadership and management,1,0,0,1,1,0,2.89591193827178,0,2.5167282621109566,0.09531017980432493,2.388762789235098,1.4,1.74,1
single,Other,2,social sciences,0,higher education,4.86830338551846,eea,little to no education,little to no education,students,students,0,0,0,1,1,0,3.4372078191851885,0,2.52038103798166,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,general contingent,2,social sciences,1,secondary education,4.875960390769654,eea,secondary or some secondary,secondary or some secondary,Unskilled Workers,Unskilled Workers,0,0,0,1,1,1,2.89591193827178,0,2.451005098112319,-2.3025850929940455,2.5257286443082556,0.5,1.79,0
single,Other,2,social sciences,1,secondary education,4.86830338551846,eea,basic,secondary or some secondary,Administrative and Office Workers,Administrative and Office Workers,1,0,0,1,1,0,3.095577608523707,0,2.479335604738545,-2.3025850929940455,2.388762789235098,1.4,1.74,1
single,Other,1,social sciences,1,basic education,4.891851758106289,eea,basic,basic,Unskilled Workers,Service and Sales Workers,0,0,1,0,1,0,3.6402142821326553,0,-2.3025850929940455,-2.3025850929940455,2.1972245773362196,1.4,3.51,1
single,Other,1,social sciences,0,higher education,4.86830338551846,eea,higher education,secondary or some secondary,professionals and specialists,Unskilled Workers,0,0,0,1,1,0,3.4995332823830174,0,-2.3025850929940455,-2.3025850929940455,2.5494451709255714,3.7,-1.7,1
single,general contingent,3,technology,1,secondary education,4.763028270603671,eea,secondary or some secondary,secondary or some secondary,Intermediate Level Technicians and Professions,Service and Sales Workers,0,0,0,1,1,1,2.9496883350525844,0,2.4765384001174837,-2.3025850929940455,2.4159137783010487,0.6,2.02,0
single,general contingent,1,social sciences,1,secondary education,4.844974178195408,eea,higher education,higher education,leadership and management,leadership and management,0,0,0,1,1,0,2.89591193827178,0,-2.3025850929940455,-2.3025850929940455,2.747270914255491,2.8,-4.06,1
single,general contingent,5,technology,1,secondary education,4.875960390769654,eea,secondary or some secondary,basic,Administrative and Office Workers,Industrial and Machine Operators,0,0,0,0,1,1,2.89591193827178,0,2.5095992623783716,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
